id,type,text,syllable_count,estimated_duration,actual_duration_mean,standard_deviation,pronunciation,onsets,nuclei,codas,phoneme_sequence,phoneme_set,phoneme_transitions,cross-word transition,morphophonological_processes,morphophonology_count,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,coda_coverage_gain,morph_coverage_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,phoneme_transition_gain,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec
K071,phrase,집에 가다,4,1.0,0.93,0.12,지베 가다,"ㅈ,ㅂ,ㄱ,ㄷ","ㅣ,ㅔ,ㅏ",,ㅈ-ㅣ-ㅂ-ㅔ-|-ㄱ-ㅏ-ㄷ-ㅏ,"ㅈ,ㅣ,ㅂ,ㅔ,ㄱ,ㅏ,ㄷ","ㅈ→ㅣ,ㅣ→ㅂ,ㅂ→ㅔ,ㅔ→|,|→ㄱ,ㄱ→ㅏ,ㅏ→ㄷ,ㄷ→ㅏ",ㅔ→ㄱ,resyllabification,1.0,affricate → spread vowel → bilabial closure → front/open-mid vowel | low-visibility velar → open vowel → alveolar → open vowel,"affricate,spread vowel,bilabial closure,front/open-mid vowel,low-visibility velar,open vowel,alveolar","affricate→spread vowel,spread vowel→bilabial closure,bilabial closure→front/open-mid vowel,low-visibility velar→open vowel,open vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅈ:affricate,ㅣ:spread vowel,ㅂ:bilabial closure,ㅔ:front/open-mid vowel | ㄱ:low-visibility velar,ㅏ:open vowel,ㄷ:alveolar,ㅏ:open vowel","ㅈ:affricate→ㅣ:spread vowel,ㅣ:spread vowel→ㅂ:bilabial closure,ㅂ:bilabial closure→ㅔ:front/open-mid vowel,ㄱ:low-visibility velar→ㅏ:open vowel,ㅏ:open vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.14,0.0,0.125,0.3888888888888890,0.05084745762711870,0.02510460251046030,0.07341845878136200,0.11845574387947300,0.06443271320421370,0.02867383512544800,0.07894457933479790,0.12737176761233600,0.06928248731635890
K072,phrase,학교 가다,4,1.0,0.83,0.15,학꾜 가다,"ㅎ,ㄲ,ㄱ,ㄷ","ㅏ,ㅛ",ㄱ,ㅎ-ㅏ-ㄱ-ㄲ-ㅛ-|-ㄱ-ㅏ-ㄷ-ㅏ,"ㅎ,ㅏ,ㄲ,ㅛ,ㄱ,ㄷ","ㅎ→ㅏ,ㅏ→ㄱ,ㄱ→ㄲ,→ㅛ,ㅛ→|,|→ㄱ,ㄱ→ㅏ,ㅏ→ㄷ,ㄷ→ㅏ",ㅛ → ㄱ,tensification,1.0,glottal → open vowel → low-visibility coda → low-visibility velar → rounded vowel | low-visibility velar → open vowel → alveolar → open vowel,"glottal,open vowel,low-visibility coda,low-visibility velar,rounded vowel,alveolar","glottal→open vowel,open vowel→low-visibility coda,low-visibility coda→low-visibility velar,low-visibility velar→rounded vowel,low-visibility velar→open vowel,open vowel→alveolar,alveolar→open vowel",원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅎ:glottal,ㅏ:open vowel,ㄱ:low-visibility coda,ㄲ:low-visibility velar,ㅛ:rounded vowel | ㄱ:low-visibility velar,ㅏ:open vowel,ㄷ:alveolar,ㅏ:open vowel","ㅎ:glottal→ㅏ:open vowel,ㅏ:open vowel→ㄱ:low-visibility coda,ㄱ:low-visibility coda→ㄲ:low-visibility velar,ㄲ:low-visibility velar→ㅛ:rounded vowel,ㄱ:low-visibility velar→ㅏ:open vowel,ㅏ:open vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.12,0.09090909090909090,0.125,0.3333333333333330,0.059322033898305100,0.029288702928870300,0.09204178885630500,0.11412429378531100,0.07285572407398640,0.03225806451612900,0.11089372151362000,0.1374991491389290,0.08777798081203190
K073,phrase,사진 찍다,4,1.3,1.13,0.21,사진 찍따,"ㅅ,ㅈ,ㅉ,ㄸ","ㅏ,ㅣ","ㄴ,ㄱ",ㅅ-ㅏ-ㅈ-ㅣ-ㄴ-|-ㅉ-ㅣ-ㄱ-ㄸ-ㅏ,"ㅅ,ㅏ,ㅈ,ㅣ,ㄴ,ㅉ,ㄱ,ㄸ","ㅅ→ㅏ,ㅏ→ㅈ,ㅈ→ㅣ,ㅣ→ㄴ,ㄴ→|,|→ㅉ,ㅉ→ㅣ,ㅣ→ㄱ,ㄱ→ㄷ,ㄷ→ㅏ",ㄴ→ㅉ,tensification,1.0,fricative → open vowel → affricate → spread vowel → low-visibility coda | affricate → spread vowel → low-visibility coda → alveolar → open vowel,"fricative,open vowel,affricate,spread vowel,low-visibility coda,alveolar","fricative→open vowel,open vowel→affricate,affricate→spread vowel,spread vowel→low-visibility coda,affricate→spread vowel,spread vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel",ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅅ:fricative,ㅏ:open vowel,ㅈ:affricate,ㅣ:spread vowel,ㄴ:low-visibility coda | ㅉ:affricate,ㅣ:spread vowel,ㄱ:low-visibility coda,ㄸ:alveolar,ㅏ:open vowel","ㅅ:fricative→ㅏ:open vowel,ㅏ:open vowel→ㅈ:affricate,ㅈ:affricate→ㅣ:spread vowel,ㅣ:spread vowel→ㄴ:low-visibility coda,ㅉ:affricate→ㅣ:spread vowel,ㅣ:spread vowel→ㄱ:low-visibility coda,ㄱ:low-visibility coda→ㄸ:alveolar,ㄸ:alveolar→ㅏ:open vowel",0.16,0.18181818181818200,0.125,0.3333333333333330,0.05084745762711870,0.03347280334728030,0.12566511893124800,0.10734463276836200,0.08285990717246500,0.035842293906810000,0.11120806985066200,0.09499525023748810,0.0733273514800575
K074,phrase,전화 받다,4,1.3,1.1,0.2,전화 받따,"ㅈ,ㅎ,ㅂ,ㄸ","ㅓ,ㅘ,ㅏ","ㄴ,ㄷ",ㅈ-ㅓ-ㄴ-ㅎ-ㅘ-|-ㅂ-ㅏ-ㄷ-ㄸ-ㅏ,"ㅈ,ㅓ,ㄴ,ㅎ,ㅘ,ㅂ,ㅏ,ㄷ,ㄸ","ㅈ→ㅓ,ㅓ→ㄴ,ㄴ→ㅎ,ㅎ→ㅘ,ㅘ→|,|→ㅂ,ㅂ→ㅏ,ㅏ→ㄷ,ㄷ→ㄸ,ㄸ→ㅏ",ㅘ → ㅂ,tensification,1.0,affricate → open-mid vowel → low-visibility coda → glottal → rounded vowel | bilabial closure → open vowel → low-visibility coda → alveolar → open vowel,"affricate,open-mid vowel,low-visibility coda,glottal,rounded vowel,bilabial closure,open vowel,alveolar","affricate→open-mid vowel,open-mid vowel→low-visibility coda,low-visibility coda→glottal,glottal→rounded vowel,bilabial closure→open vowel,open vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅈ:affricate,ㅓ:open-mid vowel,ㄴ:low-visibility coda,ㅎ:glottal,ㅘ:rounded vowel | ㅂ:bilabial closure,ㅏ:open vowel,ㄷ:low-visibility coda,ㄸ:alveolar,ㅏ:open vowel","ㅈ:affricate→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㅎ:glottal,ㅎ:glottal→ㅘ:rounded vowel,ㅂ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㄷ:low-visibility coda,ㄷ:low-visibility coda→ㄸ:alveolar,ㄸ:alveolar→ㅏ:open vowel",0.18,0.18181818181818200,0.125,0.4444444444444440,0.06779661016949150,0.03347280334728030,0.13066511893124800,0.1431261770244820,0.09535636516119500,0.035842293906810000,0.11878647175568000,0.13011470638589300,0.08668760469199540
K075,phrase,음악 듣다,4,1.4,1.2,0.26,으막 듣따,"ㅇ,ㅁ,ㄷ","ㅡ,ㅏ","ㄱ,ㄷ",ㅇ-ㅡ-ㅁ-ㅁ-ㅏ-ㄱ-|-ㄷ-ㅡ-ㄷ-ㄸ-ㅏ,"ㅇ,ㅡ,ㅁ,ㅏ,ㄱ,ㄷ,ㄸ","ㅇ→ㅡ,ㅡ→ㅁ,ㅁ→ㅁ,ㅁ→ㅏ,ㅏ→ㄱ,ㄱ→|,|→ㄷ,ㄷ→ㅡ,ㅡ→ㄷ,ㄷ→ㄸ,ㄸ→ㅏ",ㄱ → ㄷ,resyllabification;tensification,2.0,null/velar onset → neutral/unrounded vowel → bilabial closure → open vowel → low-visibility coda | alveolar → neutral/unrounded vowel → low-visibility coda → alveolar → open vowel,"null/velar onset,neutral/unrounded vowel,bilabial closure,open vowel,low-visibility coda,alveolar","null/velar onset→neutral/unrounded vowel,neutral/unrounded vowel→bilabial closure,bilabial closure→open vowel,open vowel→low-visibility coda,alveolar→neutral/unrounded vowel,neutral/unrounded vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅡ:neutral/unrounded vowel,ㅁ:bilabial closure,ㅏ:open vowel,ㄱ:low-visibility coda | ㄷ:alveolar,ㅡ:neutral/unrounded vowel,ㄷ:low-visibility coda,ㄸ:alveolar,ㅏ:open vowel","ㅇ:null/velar onset→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㅁ:bilabial closure,ㅁ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㄱ:low-visibility coda,ㄷ:alveolar→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㄷ:low-visibility coda,ㄷ:low-visibility coda→ㄸ:alveolar,ㄸ:alveolar→ㅏ:open vowel",0.14,0.18181818181818200,0.25,0.3333333333333330,0.06779661016949150,0.03347280334728030,0.15281117627891800,0.12090395480226000,0.09438782156628640,0.03942652329749100,0.12734264689909900,0.10075329566855000,0.07865651797190530
K076,phrase,이름 부르다,5,1.3,1.23,0.06,이름 부르다,"ㅇ,ㄹ,ㅂ,ㄷ","ㅣ,ㅡ,ㅜ,ㅏ",ㅁ,ㅇ-ㅣ-ㄹ-ㅡ-ㅁ-|-ㅂ-ㅜ-ㄹ-ㅡ-ㄷ-ㅏ,"ㅇ,ㅣ,ㄹ,ㅡ,ㅁ,|,ㅂ,ㅜ,ㄷ,ㅏ","ㅇ→ㅣ,ㅣ→ㄹ,ㄹ→ㅡ,ㅡ→ㅁ,ㅁ→|,|→ㅂ,ㅂ→ㅜ,ㅜ→ㄹ,ㄹ→ㅡ,ㅡ→ㄷ,ㄷ→ㅏ",ㅁ→ㅂ,,,null/velar onset → spread vowel → liquid → neutral/unrounded vowel → bilabial nasal coda | bilabial closure → rounded/protruded vowel → liquid → neutral/unrounded vowel → alveolar → open vowel,"null/velar onset,spread vowel,liquid,neutral/unrounded vowel,bilabial nasal coda,bilabial closure,rounded/protruded vowel,alveolar,open vowel","null/velar onset→spread vowel,spread vowel→liquid,liquid→neutral/unrounded vowel,neutral/unrounded vowel→bilabial nasal coda,bilabial closure→rounded/protruded vowel,rounded/protruded vowel→liquid,liquid→neutral/unrounded vowel,neutral/unrounded vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅣ:spread vowel,ㄹ:liquid,ㅡ:neutral/unrounded vowel,ㅁ:bilabial nasal coda | ㅂ:bilabial closure,ㅜ:rounded/protruded vowel,ㄹ:liquid,ㅡ:neutral/unrounded vowel,ㄷ:alveolar,ㅏ:open vowel","ㅇ:null/velar onset→ㅣ:spread vowel,ㅣ:spread vowel→ㄹ:liquid,ㄹ:liquid→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㅁ:bilabial nasal coda,ㅂ:bilabial closure→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄹ:liquid,ㄹ:liquid→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.2,0.09090909090909090,0.0,0.5,0.06779661016949150,0.03347280334728030,0.08168784620397520,0.15423728813559300,0.07747374567554130,0.035842293906810000,0.06641288309266280,0.12539616921592900,0.06298678510206610
K077,phrase,얼굴 보다,4,1.3,1.07,0.21,얼굴 보다,"ㅇ,ㄱ,ㅂ,ㄷ","ㅓ,ㅜ,ㅗ,ㅏ",ㄹ,ㅇ-ㅓ-ㄹ-ㄱ-ㅜ-ㄹ-|-ㅂ-ㅗ-ㄷ-ㅏ,"ㅇ,ㅓ,ㄹ,ㄱ,ㅜ,ㅂ,ㅗ,ㄷ,ㅏ","ㅇ→ㅓ,ㅓ→ㄹ,ㄹ→ㄱ,ㄱ→ㅜ,ㅜ→ㄹ,ㄹ→|,|→ㅂ,ㅂ→ㅗ,ㅗ→ㄷ,ㄷ→ㅏ",ㄹ→ㅂ,,,null/velar onset → open-mid vowel → low-visibility coda → low-visibility velar → rounded/protruded vowel → low-visibility coda | bilabial closure → rounded vowel → alveolar → open vowel,"null/velar onset,open-mid vowel,low-visibility coda,low-visibility velar,rounded/protruded vowel,bilabial closure,rounded vowel,alveolar,open vowel","null/velar onset→open-mid vowel,open-mid vowel→low-visibility coda,low-visibility coda→low-visibility velar,low-visibility velar→rounded/protruded vowel,rounded/protruded vowel→low-visibility coda,bilabial closure→rounded vowel,rounded vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅇ:null/velar onset,ㅓ:open-mid vowel,ㄹ:low-visibility coda,ㄱ:low-visibility velar,ㅜ:rounded/protruded vowel,ㄹ:low-visibility coda | ㅂ:bilabial closure,ㅗ:rounded vowel,ㄷ:alveolar,ㅏ:open vowel","ㅇ:null/velar onset→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㄹ:low-visibility coda,ㄹ:low-visibility coda→ㄱ:low-visibility velar,ㄱ:low-visibility velar→ㅜ:rounded/protruded vowel,ㅜ:rounded/protruded vowel→ㄹ:low-visibility coda,ㅂ:bilabial closure→ㅗ:rounded vowel,ㅗ:rounded vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.18,0.09090909090909090,0.0,0.5,0.06779661016949150,0.03347280334728030,0.07668784620397520,0.15423728813559300,0.07485384644862660,0.035842293906810000,0.07167088430278060,0.14414699825756400,0.06995686583983790
K078,phrase,친구 만나다,5,1.4,1.13,0.23,친구 만나다,"ㅊ,ㄱ,ㅁ,ㄴ,ㄷ","ㅣ,ㅜ,ㅏ",ㄴ,ㅊ-ㅣ-ㄴ-ㄱ-ㅜ-|-ㅁ-ㅏ-ㄴ-ㄴ-ㅏ-ㄷ-ㅏ,"ㅊ,ㅣ,ㄴ,ㄱ,ㅜ,ㅁ,ㅏ,ㄷ","ㅊ→ㅣ,ㅣ→ㄴ,ㄴ→ㄱ,ㄱ→ㅜ,ㅜ→|,|→ㅁ,ㅁ→ㅏ,ㅏ→ㄴ,ㄴ→ㄴ,ㄴ→ㅏ,ㅏ→ㄷ,ㄷ→ㅏ",ㅜ→ㅁ,,,affricate → spread vowel → low-visibility coda → low-visibility velar → rounded/protruded vowel | bilabial closure → open vowel → low-visibility coda → alveolar → open vowel → alveolar → open vowel,"affricate,spread vowel,low-visibility coda,low-visibility velar,rounded/protruded vowel,bilabial closure,open vowel,alveolar","affricate→spread vowel,spread vowel→low-visibility coda,low-visibility coda→low-visibility velar,low-visibility velar→rounded/protruded vowel,bilabial closure→open vowel,open vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel,open vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅊ:affricate,ㅣ:spread vowel,ㄴ:low-visibility coda,ㄱ:low-visibility velar,ㅜ:rounded/protruded vowel | ㅁ:bilabial closure,ㅏ:open vowel,ㄴ:low-visibility coda,ㄴ:alveolar,ㅏ:open vowel,ㄷ:alveolar,ㅏ:open vowel","ㅊ:affricate→ㅣ:spread vowel,ㅣ:spread vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㄱ:low-visibility velar,ㄱ:low-visibility velar→ㅜ:rounded/protruded vowel,ㅁ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㄴ:low-visibility coda,ㄴ:low-visibility coda→ㄴ:alveolar,ㄴ:alveolar→ㅏ:open vowel,ㅏ:open vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.16,0.09090909090909090,0.0,0.4444444444444440,0.07627118644067800,0.04184100418410040,0.07347996089931570,0.14990583804143100,0.07590797664572050,0.043010752688172000,0.06502651407019090,0.13266003366498300,0.06717520057143410
K079,phrase,버스 타다,4,1.2,1.03,0.15,버스 타다,"ㅂ,ㅅ,ㅌ,ㄷ","ㅓ,ㅡ,ㅏ",,ㅂ-ㅓ-ㅅ-ㅡ-|-ㅌ-ㅏ-ㄷ-ㅏ,"ㅂ,ㅓ,ㅅ,ㅡ,ㅌ,ㅏ,ㄷ","ㅂ→ㅓ,ㅓ→ㅅ,ㅅ→ㅡ,ㅡ→|,|→ㅌ,ㅌ→ㅏ,ㅏ→ㄷ,ㄷ→ㅏ",ㅡ → ㅌ,,,bilabial closure → open-mid vowel → fricative → neutral/unrounded vowel | alveolar → open vowel → alveolar → open vowel,"bilabial closure,open-mid vowel,fricative,neutral/unrounded vowel,alveolar,open vowel","bilabial closure→open-mid vowel,open-mid vowel→fricative,fricative→neutral/unrounded vowel,alveolar→open vowel,open vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅂ:bilabial closure,ㅓ:open-mid vowel,ㅅ:fricative,ㅡ:neutral/unrounded vowel | ㅌ:alveolar,ㅏ:open vowel,ㄷ:alveolar,ㅏ:open vowel","ㅂ:bilabial closure→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㅅ:fricative,ㅅ:fricative→ㅡ:neutral/unrounded vowel,ㅌ:alveolar→ㅏ:open vowel,ㅏ:open vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.14,0.0,0.0,0.3333333333333330,0.0423728813559322,0.02510460251046030,0.04216845878136200,0.10056497175141200,0.04569433995876110,0.02867383512544800,0.040940251244040800,0.09763589490428390,0.044363436853166200
K080,phrase,택시 타다,4,1.2,1.07,0.23,택씨 타다,"ㅌ,ㅆ,ㄷ","ㅐ,ㅣ,ㅏ",ㄱ,ㅌ-ㅐ-ㄱ-ㅆ-ㅣ-|-ㅌ-ㅏ-ㄷ-ㅏ,"ㅌ,ㅐ,ㄱ,ㅆ,ㅣ,ㅏ,ㄷ","ㅌ→ㅐ,ㅐ→ㄱ,ㄱ→ㅆ,ㅆ→ㅣ,ㅣ→|,|→ㅌ,ㅌ→ㅏ,ㅏ→ㄷ,ㄷ→ㅏ",ㅣ→ㅌ,tensification,1.0,alveolar → front/open-mid vowel → low-visibility coda → fricative → spread vowel | alveolar → open vowel → alveolar → open vowel,"alveolar,front/open-mid vowel,low-visibility coda,fricative,spread vowel,open vowel","alveolar→front/open-mid vowel,front/open-mid vowel→low-visibility coda,low-visibility coda→fricative,fricative→spread vowel,alveolar→open vowel,open vowel→alveolar,alveolar→open vowel",ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅌ:alveolar,ㅐ:front/open-mid vowel,ㄱ:low-visibility coda,ㅆ:fricative,ㅣ:spread vowel | ㅌ:alveolar,ㅏ:open vowel,ㄷ:alveolar,ㅏ:open vowel","ㅌ:alveolar→ㅐ:front/open-mid vowel,ㅐ:front/open-mid vowel→ㄱ:low-visibility coda,ㄱ:low-visibility coda→ㅆ:fricative,ㅆ:fricative→ㅣ:spread vowel,ㅌ:alveolar→ㅏ:open vowel,ㅏ:open vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.14,0.09090909090909090,0.125,0.3333333333333330,0.05084745762711870,0.029288702928870300,0.09704178885630500,0.10734463276836200,0.0728755989259075,0.03225806451612900,0.09069326061336910,0.10032208669940300,0.0681080363793528
K081,phrase,집에 오다,4,1.0,0.97,0.06,지베 오다,"ㅈ,ㅂ,ㄷ","ㅣ,ㅔ,ㅗ,ㅏ",,ㅈ-ㅣ-ㅂ-ㅔ-|-ㅇ-ㅗ-ㄷ-ㅏ,"ㅈ,ㅣ,ㅂ,ㅔ,ㅗ,ㄷ,ㅏ","ㅈ→ㅣ,ㅣ→ㅂ,ㅂ→ㅔ,ㅔ→|,|→ㅇ,ㅇ→ㅗ,ㅗ→ㄷ,ㄷ→ㅏ",ㅔ→ㅇ,resyllabification,1.0,affricate → spread vowel → bilabial closure → front/open-mid vowel | null/velar onset → rounded vowel → alveolar → open vowel,"affricate,spread vowel,bilabial closure,front/open-mid vowel,null/velar onset,rounded vowel,alveolar,open vowel","affricate→spread vowel,spread vowel→bilabial closure,bilabial closure→front/open-mid vowel,null/velar onset→rounded vowel,rounded vowel→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 원순 모음에서 입술 원순화/돌출이 나타남; ㅣ 계열에서 입술이 옆으로 벌어짐; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅈ:affricate,ㅣ:spread vowel,ㅂ:bilabial closure,ㅔ:front/open-mid vowel | ㅇ:null/velar onset,ㅗ:rounded vowel,ㄷ:alveolar,ㅏ:open vowel","ㅈ:affricate→ㅣ:spread vowel,ㅣ:spread vowel→ㅂ:bilabial closure,ㅂ:bilabial closure→ㅔ:front/open-mid vowel,ㅇ:null/velar onset→ㅗ:rounded vowel,ㅗ:rounded vowel→ㄷ:alveolar,ㄷ:alveolar→ㅏ:open vowel",0.14,0.0,0.125,0.4444444444444440,0.05084745762711870,0.02510460251046030,0.07341845878136200,0.12956685499058400,0.06627801784174280,0.02867383512544800,0.07568913276429070,0.13357407730988000,0.0683278534450957
K082,phrase,밥을 먹다,4,1.2,1.03,0.29,바블 먹따,"ㅂ,ㅁ,ㄸ","ㅏ,ㅡ,ㅓ","ㄹ,ㄱ",ㅂ-ㅏ-ㅂ-ㅡ-ㄹ-|-ㅁ-ㅓ-ㄱ-ㄸ-ㅏ,"ㅂ,ㅏ,ㅇ,ㅡ,ㄹ,ㅁ,ㅓ,ㄱ,ㄸ","ㅂ→ㅏ,ㅏ→ㅂ,ㅂ→ㅡ,ㅡ→ㄹ,ㄹ→|,|→ㅁ,ㅁ→ㅓ,ㅓ→ㄱ,ㄱ→ㄸ,ㄸ→ㅏ",ㄹ→ㅁ,resyllabification;tensification,2.0,bilabial closure → open vowel → bilabial closure → neutral/unrounded vowel → low-visibility coda | bilabial closure → open-mid vowel → low-visibility coda → alveolar → open vowel,"bilabial closure,open vowel,neutral/unrounded vowel,low-visibility coda,open-mid vowel,alveolar","bilabial closure→open vowel,open vowel→bilabial closure,bilabial closure→neutral/unrounded vowel,neutral/unrounded vowel→low-visibility coda,bilabial closure→open-mid vowel,open-mid vowel→low-visibility coda,low-visibility coda→alveolar,alveolar→open vowel",양순음에서 입술 폐쇄가 나타남; 개방 모음에서 입이 크게 열림; 중간 개구의 모음 변화가 나타남; 혀/후방 조음 중심 구간은 입술 단서가 비교적 제한적; 다양한 viseme 전환을 포함,"ㅂ:bilabial closure,ㅏ:open vowel,ㅂ:bilabial closure,ㅡ:neutral/unrounded vowel,ㄹ:low-visibility coda | ㅁ:bilabial closure,ㅓ:open-mid vowel,ㄱ:low-visibility coda,ㄸ:alveolar,ㅏ:open vowel","ㅂ:bilabial closure→ㅏ:open vowel,ㅏ:open vowel→ㅂ:bilabial closure,ㅂ:bilabial closure→ㅡ:neutral/unrounded vowel,ㅡ:neutral/unrounded vowel→ㄹ:low-visibility coda,ㅁ:bilabial closure→ㅓ:open-mid vowel,ㅓ:open-mid vowel→ㄱ:low-visibility coda,ㄱ:low-visibility coda→ㄸ:alveolar,ㄸ:alveolar→ㅏ:open vowel",0.18,0.18181818181818200,0.25,0.3333333333333330,0.06779661016949150,0.03347280334728030,0.16191511893124800,0.12090395480226000,0.09645075054429720,0.035842293906810000,0.1571991445934450,0.11738248039054400,0.09364150538281280
