id,type,text,dialect,syllable_count,stress_pattern,stress_features,estimated_duration,actual_duration_mean,standard_deviation,duration_measurement_status,duration_model,pronunciation_phonemic_ipa,surface_pronunciation_ipa,phoneme_sequence,phoneme_set,consonants,nuclei,word_final_codas,cross_word_transition,phoneme_transitions,consonant_clusters,phonological_processes,reduced_vowels_and_weak_forms,pronunciation_review_status,review_notes,viseme_sequence,viseme_set,viseme_transitions,phoneme_viseme_pairs,av_transitions,score_weighting_status,standalone_phoneme_coverage,standalone_coda_coverage,standalone_stress_feature_coverage,standalone_reduction_coverage,standalone_cluster_coverage,standalone_process_coverage,standalone_phoneme_transition_coverage,standalone_viseme_coverage,standalone_viseme_transition_coverage,standalone_av_transition_coverage,standalone_audio_score,standalone_vision_score,standalone_joint_av_score,standalone_audio_score_per_sec,standalone_vision_score_per_sec,standalone_joint_av_score_per_sec
E086,phrase,black coffee please,General American English,4,1101,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.46,1.74,0.1,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/blæk kɔfi pliːz/,[blæk kɔfi pliːz],b-l-æ-k | k-ɔ-f-i | p-l-iː-z,"b,f,i,iː,k,l,p,z,æ,ɔ","b,l,k,f,p,z","æ,ɔ,i,iː","k,z","k→k,i→p","b→l,l→æ,æ→k,k→ɔ,ɔ→f,f→i,p→l,l→iː,iː→z",bl;pl,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,bilabial_closure → coronal → open_vowel → low_visibility_velar → low_visibility_velar → rounded_open_vowel → labiodental → spread_vowel → bilabial_closure → coronal → spread_vowel → coronal,"bilabial_closure,coronal,open_vowel,low_visibility_velar,rounded_open_vowel,labiodental,spread_vowel","bilabial_closure→coronal,coronal→open_vowel,open_vowel→low_visibility_velar,low_visibility_velar→low_visibility_velar,low_visibility_velar→rounded_open_vowel,rounded_open_vowel→labiodental,labiodental→spread_vowel,spread_vowel→bilabial_closure,bilabial_closure→coronal,coronal→spread_vowel,spread_vowel→coronal","b:bilabial_closure,l:coronal,æ:open_vowel,k:low_visibility_velar,k:low_visibility_velar,ɔ:rounded_open_vowel,f:labiodental,i:spread_vowel,p:bilabial_closure,l:coronal,iː:spread_vowel,z:coronal","b:bilabial_closure→l:coronal,l:coronal→æ:open_vowel,æ:open_vowel→k:low_visibility_velar,k:low_visibility_velar→k:low_visibility_velar,k:low_visibility_velar→ɔ:rounded_open_vowel,ɔ:rounded_open_vowel→f:labiodental,f:labiodental→i:spread_vowel,i:spread_vowel→p:bilabial_closure,p:bilabial_closure→l:coronal,l:coronal→iː:spread_vowel,iː:spread_vowel→z:coronal",EQUAL_WEIGHT_HEURISTIC,0.23255814,0.125,0.833333333,0,0.066666667,0,0.046218487,0.35,0.091743119,0.046218487,0.186253804,0.22087156,0.179173823,0.127571099,0.15128189,0.122721797
E087,phrase,fresh fruit salad,General American English,5,11110,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.7,1.7,0.1,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/fɹɛʃ fɹuːt sæləd/,[fɹɛʃ fɹuːt sæləd],f-ɹ-ɛ-ʃ | f-ɹ-uː-t | s-æ-l-ə-d,"d,f,l,s,t,uː,æ,ə,ɛ,ɹ,ʃ","f,ɹ,ʃ,t,s,l,d","ɛ,uː,æ,ə","ʃ,t,d","ʃ→f,t→s","f→ɹ,ɹ→ɛ,ɛ→ʃ,f→ɹ,ɹ→uː,uː→t,s→æ,æ→l,l→ə,ə→d",fɹ,vowel_reduction;dark_l,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,labiodental → rhotic → front_open_vowel → postalveolar → labiodental → rhotic → rounded_vowel → coronal → coronal → open_vowel → coronal → neutral_vowel → coronal,"labiodental,rhotic,front_open_vowel,postalveolar,rounded_vowel,coronal,open_vowel,neutral_vowel","labiodental→rhotic,rhotic→front_open_vowel,front_open_vowel→postalveolar,postalveolar→labiodental,labiodental→rhotic,rhotic→rounded_vowel,rounded_vowel→coronal,coronal→coronal,coronal→open_vowel,open_vowel→coronal,coronal→neutral_vowel,neutral_vowel→coronal","f:labiodental,ɹ:rhotic,ɛ:front_open_vowel,ʃ:postalveolar,f:labiodental,ɹ:rhotic,uː:rounded_vowel,t:coronal,s:coronal,æ:open_vowel,l:coronal,ə:neutral_vowel,d:coronal","f:labiodental→ɹ:rhotic,ɹ:rhotic→ɛ:front_open_vowel,ɛ:front_open_vowel→ʃ:postalveolar,ʃ:postalveolar→f:labiodental,f:labiodental→ɹ:rhotic,ɹ:rhotic→uː:rounded_vowel,uː:rounded_vowel→t:coronal,t:coronal→s:coronal,s:coronal→æ:open_vowel,æ:open_vowel→l:coronal,l:coronal→ə:neutral_vowel,ə:neutral_vowel→d:coronal",EQUAL_WEIGHT_HEURISTIC,0.255813953,0.1875,0.833333333,0.1,0.033333333,0.222222222,0.046218487,0.4,0.100917431,0.046218487,0.239774476,0.250458716,0.222555725,0.141043809,0.147328656,0.130915132
E088,phrase,good morning,General American English,3,110,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.1,1.1,0.08,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ɡʊd mɔɹnɪŋ/,[ɡʊd mɔɹnɪŋ],ɡ-ʊ-d | m-ɔɹ-n-ɪ-ŋ,"d,m,n,ŋ,ɔɹ,ɡ,ɪ,ʊ","ɡ,d,m,n,ŋ","ʊ,ɔɹ,ɪ","d,ŋ",d→m,"ɡ→ʊ,ʊ→d,m→ɔɹ,ɔɹ→n,n→ɪ,ɪ→ŋ",,r_coloring,ɔɹ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,low_visibility_velar → rounded_vowel → coronal → bilabial_closure → rhotic_vowel → coronal → spread_vowel → low_visibility_velar,"low_visibility_velar,rounded_vowel,coronal,bilabial_closure,rhotic_vowel,spread_vowel","low_visibility_velar→rounded_vowel,rounded_vowel→coronal,coronal→bilabial_closure,bilabial_closure→rhotic_vowel,rhotic_vowel→coronal,coronal→spread_vowel,spread_vowel→low_visibility_velar","ɡ:low_visibility_velar,ʊ:rounded_vowel,d:coronal,m:bilabial_closure,ɔɹ:rhotic_vowel,n:coronal,ɪ:spread_vowel,ŋ:low_visibility_velar","ɡ:low_visibility_velar→ʊ:rounded_vowel,ʊ:rounded_vowel→d:coronal,d:coronal→m:bilabial_closure,m:bilabial_closure→ɔɹ:rhotic_vowel,ɔɹ:rhotic_vowel→n:coronal,n:coronal→ɪ:spread_vowel,ɪ:spread_vowel→ŋ:low_visibility_velar",EQUAL_WEIGHT_HEURISTIC,0.186046512,0.125,0.833333333,0.1,0,0.111111111,0.029411765,0.3,0.064220183,0.029411765,0.197843246,0.182110092,0.177853467,0.179857496,0.165554629,0.16168497
E089,phrase,nice to meet you,General American English,4,1011,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.38,1.66,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/naɪs tə miːt juː/,[naɪs tə miːt juː],n-aɪ-s | t-ə | m-iː-t | j-uː,"aɪ,iː,j,m,n,s,t,uː,ə","n,s,t,m,j","aɪ,ə,iː,uː","s,t","s→t,ə→m,t→j","n→aɪ,aɪ→s,t→ə,m→iː,iː→t,j→uː",,weak_form_reduction,weak_to;ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → open_to_spread → coronal → coronal → neutral_vowel → bilabial_closure → spread_vowel → coronal → palatal_glide → rounded_vowel,"coronal,open_to_spread,neutral_vowel,bilabial_closure,spread_vowel,palatal_glide,rounded_vowel","coronal→open_to_spread,open_to_spread→coronal,coronal→coronal,coronal→neutral_vowel,neutral_vowel→bilabial_closure,bilabial_closure→spread_vowel,spread_vowel→coronal,coronal→palatal_glide,palatal_glide→rounded_vowel","n:coronal,aɪ:open_to_spread,s:coronal,t:coronal,ə:neutral_vowel,m:bilabial_closure,iː:spread_vowel,t:coronal,j:palatal_glide,uː:rounded_vowel","n:coronal→aɪ:open_to_spread,aɪ:open_to_spread→s:coronal,s:coronal→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→m:bilabial_closure,m:bilabial_closure→iː:spread_vowel,iː:spread_vowel→t:coronal,t:coronal→j:palatal_glide,j:palatal_glide→uː:rounded_vowel",EQUAL_WEIGHT_HEURISTIC,0.209302326,0.125,0.833333333,0.2,0,0.111111111,0.037815126,0.35,0.082568807,0.037815126,0.216651699,0.216284404,0.198694583,0.156993985,0.156727829,0.143981582
E090,phrase,did you call,General American English,3,101,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.1,1.38,0.08,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/dɪd jə kɔl/,[dɪdʒə kɔl],d-ɪ-d | j-ə | k-ɔ-l,"d,j,k,l,ɔ,ə,ɪ","d,j,k,l","ɪ,ə,ɔ","d,l","d→j,ə→k","d→ɪ,ɪ→d,j→ə,k→ɔ,ɔ→l",,yod_coalescence;weak_form_reduction;dark_l,ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → spread_vowel → coronal → palatal_glide → neutral_vowel → low_visibility_velar → rounded_open_vowel → coronal,"coronal,spread_vowel,palatal_glide,neutral_vowel,low_visibility_velar,rounded_open_vowel","coronal→spread_vowel,spread_vowel→coronal,coronal→palatal_glide,palatal_glide→neutral_vowel,neutral_vowel→low_visibility_velar,low_visibility_velar→rounded_open_vowel,rounded_open_vowel→coronal","d:coronal,ɪ:spread_vowel,d:coronal,j:palatal_glide,ə:neutral_vowel,k:low_visibility_velar,ɔ:rounded_open_vowel,l:coronal","d:coronal→ɪ:spread_vowel,ɪ:spread_vowel→d:coronal,d:coronal→j:palatal_glide,j:palatal_glide→ə:neutral_vowel,ə:neutral_vowel→k:low_visibility_velar,k:low_visibility_velar→ɔ:rounded_open_vowel,ɔ:rounded_open_vowel→l:coronal",EQUAL_WEIGHT_HEURISTIC,0.162790698,0.125,0.833333333,0.1,0,0.333333333,0.029411765,0.3,0.064220183,0.029411765,0.226267018,0.182110092,0.197750108,0.205697289,0.165554629,0.179772825
E091,phrase,want to go,General American English,3,101,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.14,1.38,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/wɑnt tə ɡoʊ/,[wɑnə ɡoʊ],w-ɑ-n-t | t-ə | ɡ-oʊ,"n,oʊ,t,w,ɑ,ə,ɡ","w,n,t,ɡ","ɑ,ə,oʊ",t,"t→t,ə→ɡ","w→ɑ,ɑ→n,n→t,t→ə,ɡ→oʊ",nt,weak_form_reduction,weak_to;ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,rounded_glide → open_vowel → coronal → coronal → coronal → neutral_vowel → low_visibility_velar → rounded_vowel,"rounded_glide,open_vowel,coronal,neutral_vowel,low_visibility_velar,rounded_vowel","rounded_glide→open_vowel,open_vowel→coronal,coronal→coronal,coronal→coronal,coronal→neutral_vowel,neutral_vowel→low_visibility_velar,low_visibility_velar→rounded_vowel","w:rounded_glide,ɑ:open_vowel,n:coronal,t:coronal,t:coronal,ə:neutral_vowel,ɡ:low_visibility_velar,oʊ:rounded_vowel","w:rounded_glide→ɑ:open_vowel,ɑ:open_vowel→n:coronal,n:coronal→t:coronal,t:coronal→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→ɡ:low_visibility_velar,ɡ:low_visibility_velar→oʊ:rounded_vowel",EQUAL_WEIGHT_HEURISTIC,0.162790698,0.0625,0.833333333,0.2,0.033333333,0.111111111,0.029411765,0.3,0.055045872,0.029411765,0.204640034,0.177522936,0.181693788,0.179508802,0.155721873,0.159380515
E092,phrase,going to work,General American English,4,1001,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.38,1.38,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/ɡoʊɪŋ tə wɝk/,[ɡoʊɪŋ tə wɝk],ɡ-oʊ-ɪ-ŋ | t-ə | w-ɝ-k,"k,oʊ,t,w,ŋ,ə,ɝ,ɡ,ɪ","ɡ,ŋ,t,w,k","oʊ,ɪ,ə,ɝ","ŋ,k","ŋ→t,ə→w","ɡ→oʊ,oʊ→ɪ,ɪ→ŋ,t→ə,w→ɝ,ɝ→k",,weak_form_reduction;r_coloring,weak_to;ə;ɝ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,low_visibility_velar → rounded_vowel → spread_vowel → low_visibility_velar → coronal → neutral_vowel → rounded_glide → rhotic_vowel → low_visibility_velar,"low_visibility_velar,rounded_vowel,spread_vowel,coronal,neutral_vowel,rounded_glide,rhotic_vowel","low_visibility_velar→rounded_vowel,rounded_vowel→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→coronal,coronal→neutral_vowel,neutral_vowel→rounded_glide,rounded_glide→rhotic_vowel,rhotic_vowel→low_visibility_velar","ɡ:low_visibility_velar,oʊ:rounded_vowel,ɪ:spread_vowel,ŋ:low_visibility_velar,t:coronal,ə:neutral_vowel,w:rounded_glide,ɝ:rhotic_vowel,k:low_visibility_velar","ɡ:low_visibility_velar→oʊ:rounded_vowel,oʊ:rounded_vowel→ɪ:spread_vowel,ɪ:spread_vowel→ŋ:low_visibility_velar,ŋ:low_visibility_velar→t:coronal,t:coronal→ə:neutral_vowel,ə:neutral_vowel→w:rounded_glide,w:rounded_glide→ɝ:rhotic_vowel,ɝ:rhotic_vowel→k:low_visibility_velar",EQUAL_WEIGHT_HEURISTIC,0.209302326,0.125,0.833333333,0.3,0,0.222222222,0.033613445,0.35,0.073394495,0.033613445,0.24621019,0.211697248,0.218047927,0.178413181,0.153403803,0.158005744
E093,phrase,could have known,General American English,3,101,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.1,1.38,0.08,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/kʊd əv noʊn/,[kʊd əv noʊn],k-ʊ-d | ə-v | n-oʊ-n,"d,k,n,oʊ,v,ə,ʊ","k,d,v,n","ʊ,ə,oʊ","d,v,n","d→ə,v→n","k→ʊ,ʊ→d,ə→v,n→oʊ,oʊ→n",,weak_form_reduction;linking,weak_have;ə,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,low_visibility_velar → rounded_vowel → coronal → neutral_vowel → labiodental → coronal → rounded_vowel → coronal,"low_visibility_velar,rounded_vowel,coronal,neutral_vowel,labiodental","low_visibility_velar→rounded_vowel,rounded_vowel→coronal,coronal→neutral_vowel,neutral_vowel→labiodental,labiodental→coronal,coronal→rounded_vowel,rounded_vowel→coronal","k:low_visibility_velar,ʊ:rounded_vowel,d:coronal,ə:neutral_vowel,v:labiodental,n:coronal,oʊ:rounded_vowel,n:coronal","k:low_visibility_velar→ʊ:rounded_vowel,ʊ:rounded_vowel→d:coronal,d:coronal→ə:neutral_vowel,ə:neutral_vowel→v:labiodental,v:labiodental→n:coronal,n:coronal→oʊ:rounded_vowel,oʊ:rounded_vowel→n:coronal",EQUAL_WEIGHT_HEURISTIC,0.162790698,0.1875,0.833333333,0.2,0,0.222222222,0.029411765,0.25,0.055045872,0.029411765,0.233608288,0.152522936,0.196971565,0.212371171,0.138657214,0.179065059
E094,phrase,next train home,General American English,3,111,has_primary_stress;initial_primary_stress;multiple_lexical_stresses,1.18,1.46,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/nɛkst tɹeɪn hoʊm/,[nɛkst tɹeɪn hoʊm],n-ɛ-k-s-t | t-ɹ-eɪ-n | h-oʊ-m,"eɪ,h,k,m,n,oʊ,s,t,ɛ,ɹ","n,k,s,t,ɹ,h,m","ɛ,eɪ,oʊ","t,n,m","t→t,n→h","n→ɛ,ɛ→k,k→s,s→t,t→ɹ,ɹ→eɪ,eɪ→n,h→oʊ,oʊ→m",kst;tɹ,,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → front_open_vowel → low_visibility_velar → coronal → coronal → coronal → rhotic → spread_vowel → coronal → glottal → rounded_vowel → bilabial_closure,"coronal,front_open_vowel,low_visibility_velar,rhotic,spread_vowel,glottal,rounded_vowel,bilabial_closure","coronal→front_open_vowel,front_open_vowel→low_visibility_velar,low_visibility_velar→coronal,coronal→coronal,coronal→coronal,coronal→rhotic,rhotic→spread_vowel,spread_vowel→coronal,coronal→glottal,glottal→rounded_vowel,rounded_vowel→bilabial_closure","n:coronal,ɛ:front_open_vowel,k:low_visibility_velar,s:coronal,t:coronal,t:coronal,ɹ:rhotic,eɪ:spread_vowel,n:coronal,h:glottal,oʊ:rounded_vowel,m:bilabial_closure","n:coronal→ɛ:front_open_vowel,ɛ:front_open_vowel→k:low_visibility_velar,k:low_visibility_velar→s:coronal,s:coronal→t:coronal,t:coronal→t:coronal,t:coronal→ɹ:rhotic,ɹ:rhotic→eɪ:spread_vowel,eɪ:spread_vowel→n:coronal,n:coronal→h:glottal,h:glottal→oʊ:rounded_vowel,oʊ:rounded_vowel→m:bilabial_closure",EQUAL_WEIGHT_HEURISTIC,0.23255814,0.1875,0.5,0,0.066666667,0,0.046218487,0.4,0.091743119,0.046218487,0.147563328,0.24587156,0.15709049,0.125053668,0.208365729,0.133127534
E095,phrase,world class service,General American English,4,1110,has_primary_stress;has_unstressed_syllable;initial_primary_stress;multiple_lexical_stresses;stress_alternation,1.46,1.46,0.1,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/wɝld klæs sɝvɪs/,[wɝld klæs sɝvɪs],w-ɝ-l-d | k-l-æ-s | s-ɝ-v-ɪ-s,"d,k,l,s,v,w,æ,ɝ,ɪ","w,l,d,k,s,v","ɝ,æ,ɪ","d,s","d→k,s→s","w→ɝ,ɝ→l,l→d,k→l,l→æ,æ→s,s→ɝ,ɝ→v,v→ɪ,ɪ→s",ld;kl,r_coloring;dark_l,ɝ,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,rounded_glide → rhotic_vowel → coronal → coronal → low_visibility_velar → coronal → open_vowel → coronal → coronal → rhotic_vowel → labiodental → spread_vowel → coronal,"rounded_glide,rhotic_vowel,coronal,low_visibility_velar,open_vowel,labiodental,spread_vowel","rounded_glide→rhotic_vowel,rhotic_vowel→coronal,coronal→coronal,coronal→low_visibility_velar,low_visibility_velar→coronal,coronal→open_vowel,open_vowel→coronal,coronal→coronal,coronal→rhotic_vowel,rhotic_vowel→labiodental,labiodental→spread_vowel,spread_vowel→coronal","w:rounded_glide,ɝ:rhotic_vowel,l:coronal,d:coronal,k:low_visibility_velar,l:coronal,æ:open_vowel,s:coronal,s:coronal,ɝ:rhotic_vowel,v:labiodental,ɪ:spread_vowel,s:coronal","w:rounded_glide→ɝ:rhotic_vowel,ɝ:rhotic_vowel→l:coronal,l:coronal→d:coronal,d:coronal→k:low_visibility_velar,k:low_visibility_velar→l:coronal,l:coronal→æ:open_vowel,æ:open_vowel→s:coronal,s:coronal→s:coronal,s:coronal→ɝ:rhotic_vowel,ɝ:rhotic_vowel→v:labiodental,v:labiodental→ɪ:spread_vowel,ɪ:spread_vowel→s:coronal",EQUAL_WEIGHT_HEURISTIC,0.209302326,0.125,0.833333333,0.1,0.066666667,0.222222222,0.050420168,0.35,0.100917431,0.050420168,0.229563531,0.225458716,0.210828232,0.157235295,0.154423778,0.144402898
E096,phrase,six small streets,General American English,3,111,has_primary_stress;initial_primary_stress;multiple_lexical_stresses,1.18,1.46,0.09,MODELED_PROXY_NOT_RECORDED,0.20 + 0.28*syllables + 0.04*cluster_types + 0.06*phrase; SD=0.04+0.02*sqrt(syllables)+0.01*phrase+0.005*cluster_types,/sɪks smɔl stɹiːts/,[sɪks smɔl stɹiːts],s-ɪ-k-s | s-m-ɔ-l | s-t-ɹ-iː-t-s,"iː,k,l,m,s,t,ɔ,ɪ,ɹ","s,k,m,l,t,ɹ","ɪ,ɔ,iː","s,l","s→s,l→s","s→ɪ,ɪ→k,k→s,s→m,m→ɔ,ɔ→l,s→t,t→ɹ,ɹ→iː,iː→t,t→s",sm;stɹ,dark_l,,PENDING_EXPERT_REVIEW,General American target; native-speaker/phonetic validation required before benchmark release.,coronal → spread_vowel → low_visibility_velar → coronal → coronal → bilabial_closure → rounded_open_vowel → coronal → coronal → coronal → rhotic → spread_vowel → coronal → coronal,"coronal,spread_vowel,low_visibility_velar,bilabial_closure,rounded_open_vowel,rhotic","coronal→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→coronal,coronal→coronal,coronal→bilabial_closure,bilabial_closure→rounded_open_vowel,rounded_open_vowel→coronal,coronal→coronal,coronal→coronal,coronal→rhotic,rhotic→spread_vowel,spread_vowel→coronal,coronal→coronal","s:coronal,ɪ:spread_vowel,k:low_visibility_velar,s:coronal,s:coronal,m:bilabial_closure,ɔ:rounded_open_vowel,l:coronal,s:coronal,t:coronal,ɹ:rhotic,iː:spread_vowel,t:coronal,s:coronal","s:coronal→ɪ:spread_vowel,ɪ:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→s:coronal,s:coronal→s:coronal,s:coronal→m:bilabial_closure,m:bilabial_closure→ɔ:rounded_open_vowel,ɔ:rounded_open_vowel→l:coronal,l:coronal→s:coronal,s:coronal→t:coronal,t:coronal→ɹ:rhotic,ɹ:rhotic→iː:spread_vowel,iː:spread_vowel→t:coronal,t:coronal→s:coronal",EQUAL_WEIGHT_HEURISTIC,0.209302326,0.125,0.5,0,0.066666667,0.111111111,0.054621849,0.3,0.091743119,0.054621849,0.152385993,0.19587156,0.151306692,0.129140672,0.165992847,0.12822601
