id,type,text,reading_kana,mora_count,estimated_duration,actual_duration_mean,standard_deviation,pronunciation,mora_sequence,consonants,vowels,special_morae,phoneme_sequence,long_vowel_morae,long_vowel_count,phoneme_set,phoneme_transitions,cross_word_transition,phonological_processes,phonological_process_count,prosodic_features,pitch_accent_pattern,pitch_accent_variants,pitch_accent_unit,pitch_accent_source,pitch_accent_confidence,reading_review_status,long_vowel_review_status,pitch_accent_review_status,review_notes,viseme_sequence,viseme_set,viseme_transitions,visual_features,phoneme_viseme_pairs,av_transitions,phoneme_coverage_gain,special_mora_coverage_gain,prosodic_coverage_gain,phoneme_transition_gain,viseme_coverage_gain,viseme_transition_gain,av_transition_gain,audio_score,vision_score,joint_av_score,audio_score_per_sec,vision_score_per_sec,joint_av_score_per_sec,duration_measurement_status,duration_model
J086,phrase,黒い靴,くろい くつ,5,1.15,1.17,0.09,くろいくつ,く-ろ-い-く-つ,"k,r,ts","i,o,u",,k-u-r-o-i-k-u-ts-u,,0,"i,k,o,r,ts,u","k→u,u→r,r→o,o→i,i→k,k→u,u→ts,ts→u",i→k,high_vowel_devoicing_context,1,mora_timed;pitch_accent_relevant,2+2,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,low_visibility_velar → rounded → coronal → rounded → spread_vowel → low_visibility_velar → rounded → coronal → rounded,"coronal,low_visibility_velar,rounded,spread_vowel","low_visibility_velar→rounded,rounded→coronal,coronal→rounded,rounded→spread_vowel,spread_vowel→low_visibility_velar,low_visibility_velar→rounded,rounded→coronal,coronal→rounded",coronal; low_visibility_velar; rounded; spread_vowel,"k:low_visibility_velar,u:rounded,r:coronal,o:rounded,i:spread_vowel,k:low_visibility_velar,u:rounded,ts:coronal,u:rounded","k:low_visibility_velar→u:rounded,u:rounded→r:coronal,r:coronal→o:rounded,o:rounded→i:spread_vowel,i:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→u:rounded,u:rounded→ts:coronal,ts:coronal→u:rounded",0.18181818181818182,0.0,0.2,0.046052631578947366,0.4,0.11904761904761904,0.046052631578947366,0.1069677033492823,0.25952380952380955,0.14185300914624224,0.09142538747801907,0.22181522181522184,0.12124188815918141,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J087,phrase,新しい地図,あたらしい ちず,7,1.51,1.58,0.1,あたらしいちず,あ-た-ら-し-い-ち-ず,"ch,r,sh,t,z","a,i,u",R,a-t-a-r-a-sh-i-i-ch-i-z-u,i:4-5,1,"a,ch,i,r,sh,t,u,z","a→t,t→a,a→r,r→a,a→sh,sh→i,i→i,i→ch,ch→i,i→z,z→u",i→ch,vowel_length,1,mora_timed;pitch_accent_relevant,4+1,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,open_vowel → coronal → open_vowel → coronal → open_vowel → coronal → spread_vowel → spread_vowel → coronal → spread_vowel → coronal → rounded,"coronal,open_vowel,rounded,spread_vowel","open_vowel→coronal,coronal→open_vowel,open_vowel→coronal,coronal→open_vowel,open_vowel→coronal,coronal→spread_vowel,spread_vowel→spread_vowel,spread_vowel→coronal,coronal→spread_vowel,spread_vowel→coronal,coronal→rounded",coronal; open_vowel; rounded; spread_vowel,"a:open_vowel,t:coronal,a:open_vowel,r:coronal,a:open_vowel,sh:coronal,i:spread_vowel,i:spread_vowel,ch:coronal,i:spread_vowel,z:coronal,u:rounded","a:open_vowel→t:coronal,t:coronal→a:open_vowel,a:open_vowel→r:coronal,r:coronal→a:open_vowel,a:open_vowel→sh:coronal,sh:coronal→i:spread_vowel,i:spread_vowel→i:spread_vowel,i:spread_vowel→ch:coronal,ch:coronal→i:spread_vowel,i:spread_vowel→z:coronal,z:coronal→u:rounded",0.24242424242424243,0.3333333333333333,0.2,0.07236842105263158,0.4,0.14285714285714285,0.07236842105263158,0.21203149920255182,0.27142857142857146,0.2090502229599974,0.13419715139402014,0.17179023508137434,0.13231026769620088,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J088,phrase,静かな部屋,しずかな へや,6,1.33,1.36,0.09,しずかなへや,し-ず-か-な-へ-や,"h,k,n,sh,y,z","a,e,i,u",,sh-i-z-u-k-a-n-a-h-e-y-a,,0,"a,e,h,i,k,n,sh,u,y,z","sh→i,i→z,z→u,u→k,k→a,a→n,n→a,a→h,h→e,e→y,y→a",a→h,,0,mora_timed;pitch_accent_relevant,1+2,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,coronal → spread_vowel → coronal → rounded → low_visibility_velar → open_vowel → coronal → open_vowel → palatal_glottal → spread_vowel → palatal_glottal → open_vowel,"coronal,low_visibility_velar,open_vowel,palatal_glottal,rounded,spread_vowel","coronal→spread_vowel,spread_vowel→coronal,coronal→rounded,rounded→low_visibility_velar,low_visibility_velar→open_vowel,open_vowel→coronal,coronal→open_vowel,open_vowel→palatal_glottal,palatal_glottal→spread_vowel,spread_vowel→palatal_glottal,palatal_glottal→open_vowel",coronal; low_visibility_velar; open_vowel; palatal_glottal; rounded; spread_vowel,"sh:coronal,i:spread_vowel,z:coronal,u:rounded,k:low_visibility_velar,a:open_vowel,n:coronal,a:open_vowel,h:palatal_glottal,e:spread_vowel,y:palatal_glottal,a:open_vowel","sh:coronal→i:spread_vowel,i:spread_vowel→z:coronal,z:coronal→u:rounded,u:rounded→k:low_visibility_velar,k:low_visibility_velar→a:open_vowel,a:open_vowel→n:coronal,n:coronal→a:open_vowel,a:open_vowel→h:palatal_glottal,h:palatal_glottal→e:spread_vowel,e:spread_vowel→y:palatal_glottal,y:palatal_glottal→a:open_vowel",0.30303030303030304,0.0,0.0,0.07236842105263158,0.6,0.2619047619047619,0.07236842105263158,0.09384968102073366,0.430952380952381,0.18709598672004685,0.06900711839759827,0.3168767507002801,0.13757057847062268,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J089,phrase,きれいな花,きれいな はな,6,1.33,1.39,0.1,きれいなはな,き-れ-い-な-は-な,"h,k,n,r","a,e,i",R,k-i-r-e-i-n-a-h-a-n-a,e:2-3,1,"a,e,h,i,k,n,r","k→i,i→r,r→e,e→i,i→n,n→a,a→h,h→a,a→n,n→a",a→h,vowel_length,1,mora_timed;pitch_accent_relevant,1+2,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,low_visibility_velar → spread_vowel → coronal → spread_vowel → spread_vowel → coronal → open_vowel → palatal_glottal → open_vowel → coronal → open_vowel,"coronal,low_visibility_velar,open_vowel,palatal_glottal,spread_vowel","low_visibility_velar→spread_vowel,spread_vowel→coronal,coronal→spread_vowel,spread_vowel→spread_vowel,spread_vowel→coronal,coronal→open_vowel,open_vowel→palatal_glottal,palatal_glottal→open_vowel,open_vowel→coronal,coronal→open_vowel",coronal; low_visibility_velar; open_vowel; palatal_glottal; spread_vowel,"k:low_visibility_velar,i:spread_vowel,r:coronal,e:spread_vowel,i:spread_vowel,n:coronal,a:open_vowel,h:palatal_glottal,a:open_vowel,n:coronal,a:open_vowel","k:low_visibility_velar→i:spread_vowel,i:spread_vowel→r:coronal,r:coronal→e:spread_vowel,e:spread_vowel→i:spread_vowel,i:spread_vowel→n:coronal,n:coronal→a:open_vowel,a:open_vowel→h:palatal_glottal,h:palatal_glottal→a:open_vowel,a:open_vowel→n:coronal,n:coronal→a:open_vowel",0.21212121212121213,0.3333333333333333,0.2,0.05921052631578947,0.5,0.19047619047619047,0.05921052631578947,0.20116626794258374,0.34523809523809523,0.22205025550890212,0.144723933771643,0.24837273038711888,0.15974838525820298,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J090,phrase,冷たい水,つめたい みず,6,1.33,1.36,0.09,つめたいみず,つ-め-た-い-み-ず,"m,t,ts,z","a,e,i,u",,ts-u-m-e-t-a-i-m-i-z-u,,0,"a,e,i,m,t,ts,u,z","ts→u,u→m,m→e,e→t,t→a,a→i,i→m,m→i,i→z,z→u",i→m,,0,mora_timed;pitch_accent_relevant,0+0,3+0,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,coronal → rounded → bilabial_closure → spread_vowel → coronal → open_vowel → spread_vowel → bilabial_closure → spread_vowel → coronal → rounded,"bilabial_closure,coronal,open_vowel,rounded,spread_vowel","coronal→rounded,rounded→bilabial_closure,bilabial_closure→spread_vowel,spread_vowel→coronal,coronal→open_vowel,open_vowel→spread_vowel,spread_vowel→bilabial_closure,bilabial_closure→spread_vowel,spread_vowel→coronal,coronal→rounded",bilabial_closure; coronal; open_vowel; rounded; spread_vowel,"ts:coronal,u:rounded,m:bilabial_closure,e:spread_vowel,t:coronal,a:open_vowel,i:spread_vowel,m:bilabial_closure,i:spread_vowel,z:coronal,u:rounded","ts:coronal→u:rounded,u:rounded→m:bilabial_closure,m:bilabial_closure→e:spread_vowel,e:spread_vowel→t:coronal,t:coronal→a:open_vowel,a:open_vowel→i:spread_vowel,i:spread_vowel→m:bilabial_closure,m:bilabial_closure→i:spread_vowel,i:spread_vowel→z:coronal,z:coronal→u:rounded",0.24242424242424243,0.0,0.0,0.06578947368421052,0.5,0.16666666666666666,0.06578947368421052,0.07705342902711323,0.3333333333333333,0.1486671223513329,0.05665693310817149,0.24509803921568624,0.10931406055245065,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J091,phrase,温かいお茶,あたたかい おちゃ,7,1.51,1.55,0.09,あたたかいおちゃ,あ-た-た-か-い-お-ちゃ,"ch,k,t","a,i,o",,a-t-a-t-a-k-a-i-o-ch-a,,0,"a,ch,i,k,o,t","a→t,t→a,a→t,t→a,a→k,k→a,a→i,i→o,o→ch,ch→a",i→o,palatalization,1,mora_timed;pitch_accent_relevant,4+0,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,open_vowel → coronal → open_vowel → coronal → open_vowel → low_visibility_velar → open_vowel → spread_vowel → rounded → coronal → open_vowel,"coronal,low_visibility_velar,open_vowel,rounded,spread_vowel","open_vowel→coronal,coronal→open_vowel,open_vowel→coronal,coronal→open_vowel,open_vowel→low_visibility_velar,low_visibility_velar→open_vowel,open_vowel→spread_vowel,spread_vowel→rounded,rounded→coronal,coronal→open_vowel",coronal; low_visibility_velar; open_vowel; rounded; spread_vowel,"a:open_vowel,t:coronal,a:open_vowel,t:coronal,a:open_vowel,k:low_visibility_velar,a:open_vowel,i:spread_vowel,o:rounded,ch:coronal,a:open_vowel","a:open_vowel→t:coronal,t:coronal→a:open_vowel,a:open_vowel→t:coronal,t:coronal→a:open_vowel,a:open_vowel→k:low_visibility_velar,k:low_visibility_velar→a:open_vowel,a:open_vowel→i:spread_vowel,i:spread_vowel→o:rounded,o:rounded→ch:coronal,ch:coronal→a:open_vowel",0.18181818181818182,0.0,0.2,0.05263157894736842,0.5,0.16666666666666666,0.05263157894736842,0.10861244019138756,0.3333333333333333,0.16482114376851217,0.07007254205895971,0.2150537634408602,0.10633622178613689,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J092,phrase,切符を買う,きっぷを かう,6,1.33,1.41,0.1,きっぷをかう,き-っ-ぷ-を-か-う,"k,p","a,i,o,u",Q,k-i-Q-p-u-o-k-a-u,,0,"Q,a,i,k,o,p,u","k→i,i→Q,Q→p,p→u,u→o,o→k,k→a,a→u",o→k,gemination,1,mora_timed;pitch_accent_relevant,0+0,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,low_visibility_velar → spread_vowel → special_mora → bilabial_closure → rounded → rounded → low_visibility_velar → open_vowel → rounded,"bilabial_closure,low_visibility_velar,open_vowel,rounded,special_mora,spread_vowel","low_visibility_velar→spread_vowel,spread_vowel→special_mora,special_mora→bilabial_closure,bilabial_closure→rounded,rounded→rounded,rounded→low_visibility_velar,low_visibility_velar→open_vowel,open_vowel→rounded",bilabial_closure; low_visibility_velar; open_vowel; rounded; special_mora; spread_vowel,"k:low_visibility_velar,i:spread_vowel,Q:special_mora,p:bilabial_closure,u:rounded,o:rounded,k:low_visibility_velar,a:open_vowel,u:rounded","k:low_visibility_velar→i:spread_vowel,i:spread_vowel→Q:special_mora,Q:special_mora→p:bilabial_closure,p:bilabial_closure→u:rounded,u:rounded→o:rounded,o:rounded→k:low_visibility_velar,k:low_visibility_velar→a:open_vowel,a:open_vowel→u:rounded",0.21212121212121213,0.3333333333333333,0.2,0.05263157894736842,0.6,0.19047619047619047,0.05263157894736842,0.19952153110047846,0.3952380952380952,0.2344562705464961,0.14150463198615496,0.28031070584262074,0.1662810429407774,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J093,phrase,写真を撮る,しゃしんを とる,6,1.33,1.39,0.1,しゃしんをとる,しゃ-し-ん-を-と-る,"r,sh,t","a,i,o,u",N,sh-a-sh-i-N-o-t-o-r-u,,0,"N,a,i,o,r,sh,t,u","sh→a,a→sh,sh→i,i→N,N→o,o→t,t→o,o→r,r→u",o→t,"moraic_nasal,palatalization",2,mora_timed;pitch_accent_relevant,0+1,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,coronal → open_vowel → coronal → spread_vowel → special_mora → rounded → coronal → rounded → coronal → rounded,"coronal,open_vowel,rounded,special_mora,spread_vowel","coronal→open_vowel,open_vowel→coronal,coronal→spread_vowel,spread_vowel→special_mora,special_mora→rounded,rounded→coronal,coronal→rounded,rounded→coronal,coronal→rounded",coronal; open_vowel; rounded; special_mora; spread_vowel,"sh:coronal,a:open_vowel,sh:coronal,i:spread_vowel,N:special_mora,o:rounded,t:coronal,o:rounded,r:coronal,u:rounded","sh:coronal→a:open_vowel,a:open_vowel→sh:coronal,sh:coronal→i:spread_vowel,i:spread_vowel→N:special_mora,N:special_mora→o:rounded,o:rounded→t:coronal,t:coronal→o:rounded,o:rounded→r:coronal,r:coronal→u:rounded",0.24242424242424243,0.3333333333333333,0.4,0.05921052631578947,0.5,0.16666666666666666,0.05921052631578947,0.2587420255183413,0.3333333333333333,0.25154932786511736,0.18614534209952613,0.23980815347721823,0.18097073947130746,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J094,phrase,ゆっくり話す,ゆっくり はなす,7,1.51,1.6,0.1,ゆっくりはなす,ゆ-っ-く-り-は-な-す,"h,k,n,r,s,y","a,i,u",Q,y-u-Q-k-u-r-i-h-a-n-a-s-u,,0,"Q,a,h,i,k,n,r,s,u,y","y→u,u→Q,Q→k,k→u,u→r,r→i,i→h,h→a,a→n,n→a,a→s,s→u",i→h,gemination,1,mora_timed;pitch_accent_relevant,3+2,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,palatal_glottal → rounded → special_mora → low_visibility_velar → rounded → coronal → spread_vowel → palatal_glottal → open_vowel → coronal → open_vowel → coronal → rounded,"coronal,low_visibility_velar,open_vowel,palatal_glottal,rounded,special_mora,spread_vowel","palatal_glottal→rounded,rounded→special_mora,special_mora→low_visibility_velar,low_visibility_velar→rounded,rounded→coronal,coronal→spread_vowel,spread_vowel→palatal_glottal,palatal_glottal→open_vowel,open_vowel→coronal,coronal→open_vowel,open_vowel→coronal,coronal→rounded",coronal; low_visibility_velar; open_vowel; palatal_glottal; rounded; special_mora; spread_vowel,"y:palatal_glottal,u:rounded,Q:special_mora,k:low_visibility_velar,u:rounded,r:coronal,i:spread_vowel,h:palatal_glottal,a:open_vowel,n:coronal,a:open_vowel,s:coronal,u:rounded","y:palatal_glottal→u:rounded,u:rounded→Q:special_mora,Q:special_mora→k:low_visibility_velar,k:low_visibility_velar→u:rounded,u:rounded→r:coronal,r:coronal→i:spread_vowel,i:spread_vowel→h:palatal_glottal,h:palatal_glottal→a:open_vowel,a:open_vowel→n:coronal,n:coronal→a:open_vowel,a:open_vowel→s:coronal,s:coronal→u:rounded",0.30303030303030304,0.3333333333333333,0.2,0.07894736842105263,0.7,0.2619047619047619,0.07894736842105263,0.22882775119617224,0.4809523809523809,0.27945187644435765,0.14301734449760764,0.300595238095238,0.17465742277772353,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J095,phrase,駅まで歩く,えきまで あるく,7,1.51,1.55,0.09,えきまであるく,え-き-ま-で-あ-る-く,"d,k,m,r","a,e,i,u",,e-k-i-m-a-d-e-a-r-u-k-u,,0,"a,d,e,i,k,m,r,u","e→k,k→i,i→m,m→a,a→d,d→e,e→a,a→r,r→u,u→k,k→u",e→a,,0,mora_timed;pitch_accent_relevant,1+2,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Pitch pattern lists lexical components in order.,spread_vowel → low_visibility_velar → spread_vowel → bilabial_closure → open_vowel → coronal → spread_vowel → open_vowel → coronal → rounded → low_visibility_velar → rounded,"bilabial_closure,coronal,low_visibility_velar,open_vowel,rounded,spread_vowel","spread_vowel→low_visibility_velar,low_visibility_velar→spread_vowel,spread_vowel→bilabial_closure,bilabial_closure→open_vowel,open_vowel→coronal,coronal→spread_vowel,spread_vowel→open_vowel,open_vowel→coronal,coronal→rounded,rounded→low_visibility_velar,low_visibility_velar→rounded",bilabial_closure; coronal; low_visibility_velar; open_vowel; rounded; spread_vowel,"e:spread_vowel,k:low_visibility_velar,i:spread_vowel,m:bilabial_closure,a:open_vowel,d:coronal,e:spread_vowel,a:open_vowel,r:coronal,u:rounded,k:low_visibility_velar,u:rounded","e:spread_vowel→k:low_visibility_velar,k:low_visibility_velar→i:spread_vowel,i:spread_vowel→m:bilabial_closure,m:bilabial_closure→a:open_vowel,a:open_vowel→d:coronal,d:coronal→e:spread_vowel,e:spread_vowel→a:open_vowel,a:open_vowel→r:coronal,r:coronal→u:rounded,u:rounded→k:low_visibility_velar,k:low_visibility_velar→u:rounded",0.24242424242424243,0.0,0.0,0.07236842105263158,0.6,0.23809523809523808,0.07236842105263158,0.0786981658692185,0.419047619047619,0.17503661751782054,0.050773010238205483,0.2703533026113671,0.11292685001149712,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
J096,phrase,今日は晴れです,きょうわ はれです,7,1.51,1.58,0.1,きょうわはれです,きょ-う-わ-は-れ-で-す,"d,h,ky,r,s,w","a,e,o,u",R,ky-o-u-w-a-h-a-r-e-d-e-s-u,o:1-2,1,"a,d,e,h,ky,o,r,s,u,w","ky→o,o→u,u→w,w→a,a→h,h→a,a→r,r→e,e→d,d→e,e→s,s→u",a→h,"vowel_length,palatalization",2,mora_timed;pitch_accent_relevant,1+2+1,,lexical_component_sequence,Accent Jiten aggregation: OJAD; NHK; Wiktionary; Kanjium; Kishimoto Tsuneyo,COMPONENT_LEVEL,RULE_REVIEWED,RULE_REVIEWED,COMPONENTS_VERIFIED; UTTERANCE_F0_NOT_MEASURED,Phrase pronunciation uses surface particle reading; pitch pattern lists lexical components.,low_visibility_velar → rounded → rounded → rounded → open_vowel → palatal_glottal → open_vowel → coronal → spread_vowel → coronal → spread_vowel → coronal → rounded,"coronal,low_visibility_velar,open_vowel,palatal_glottal,rounded,spread_vowel","low_visibility_velar→rounded,rounded→rounded,rounded→rounded,rounded→open_vowel,open_vowel→palatal_glottal,palatal_glottal→open_vowel,open_vowel→coronal,coronal→spread_vowel,spread_vowel→coronal,coronal→spread_vowel,spread_vowel→coronal,coronal→rounded",coronal; low_visibility_velar; open_vowel; palatal_glottal; rounded; spread_vowel,"ky:low_visibility_velar,o:rounded,u:rounded,w:rounded,a:open_vowel,h:palatal_glottal,a:open_vowel,r:coronal,e:spread_vowel,d:coronal,e:spread_vowel,s:coronal,u:rounded","ky:low_visibility_velar→o:rounded,o:rounded→u:rounded,u:rounded→w:rounded,w:rounded→a:open_vowel,a:open_vowel→h:palatal_glottal,h:palatal_glottal→a:open_vowel,a:open_vowel→r:coronal,r:coronal→e:spread_vowel,e:spread_vowel→d:coronal,d:coronal→e:spread_vowel,e:spread_vowel→s:coronal,s:coronal→u:rounded",0.30303030303030304,0.3333333333333333,0.4,0.07894736842105263,0.6,0.21428571428571427,0.07894736842105263,0.27882775119617226,0.40714285714285714,0.28693486964163656,0.17647326025074192,0.2576853526220615,0.1816043478744535,MODELED_PROXY_NOT_RECORDED,0.14 + 0.19*mora + 0.03*N + 0.045*Q + 0.025*long_mora + 0.08*phrase; SD=0.035+0.018*sqrt(mora)+0.012*phrase+0.005*special
